   arc_length_s     gamma_x(s)      gamma_y(s)      gamma_z(s)
   5.400000e+00    4.900000e+00    0.000000e+00    5.000000e-01
   5.420000e+00    4.920000e+00    0.000000e+00    5.000000e-01
   5.440000e+00    4.940000e+00    0.000000e+00    5.000000e-01
   5.460000e+00    4.960000e+00    0.000000e+00    5.000000e-01
   5.480000e+00    4.980000e+00    0.000000e+00    5.000000e-01
   5.500000e+00    5.000000e+00    0.000000e+00    5.000000e-01
   5.520000e+00    5.020000e+00    0.000000e+00    5.000000e-01
   5.540000e+00    5.040000e+00    0.000000e+00    5.000000e-01
   5.560000e+00    5.060000e+00    0.000000e+00    5.000000e-01
   5.580000e+00    5.080000e+00    0.000000e+00    5.000000e-01
   5.600000e+00    5.100000e+00    0.000000e+00    5.000000e-01
   5.620000e+00    5.120000e+00    0.000000e+00    5.000000e-01
   5.640000e+00    5.140000e+00    0.000000e+00    5.000000e-01
   5.660000e+00    5.160000e+00    0.000000e+00    5.000000e-01
   5.680000e+00    5.180000e+00    0.000000e+00    5.000000e-01
   5.700000e+00    5.200000e+00    0.000000e+00    5.000000e-01
   5.720000e+00    5.220000e+00    0.000000e+00    5.000000e-01
   5.740000e+00    5.240000e+00    0.000000e+00    5.000000e-01
   5.760000e+00    5.260000e+00    0.000000e+00    5.000000e-01
   5.780000e+00    5.280000e+00    0.000000e+00    5.000000e-01
   5.800000e+00    5.300000e+00    0.000000e+00    5.000000e-01
   5.820000e+00    5.320000e+00    0.000000e+00    5.000000e-01
   5.840000e+00    5.340000e+00    0.000000e+00    5.000000e-01
   5.860000e+00    5.360000e+00    0.000000e+00    5.000000e-01
   5.880000e+00    5.380000e+00    0.000000e+00    5.000000e-01
   5.900000e+00    5.400000e+00    0.000000e+00    5.000000e-01
   5.920000e+00    5.420000e+00    0.000000e+00    5.000000e-01
   5.940000e+00    5.440000e+00    0.000000e+00    5.000000e-01
   5.960000e+00    5.460000e+00    0.000000e+00    5.000000e-01
   5.980000e+00    5.480000e+00    0.000000e+00    5.000000e-01
   6.000000e+00    5.500000e+00    0.000000e+00    5.000000e-01
   6.020000e+00    5.520000e+00    0.000000e+00    5.000000e-01
   6.040000e+00    5.540000e+00    0.000000e+00    5.000000e-01
   6.060000e+00    5.560000e+00    0.000000e+00    5.000000e-01
   6.080000e+00    5.580000e+00    0.000000e+00    5.000000e-01
   6.100000e+00    5.600000e+00    0.000000e+00    5.000000e-01
   6.120000e+00    5.620000e+00    0.000000e+00    5.000000e-01
   6.140000e+00    5.640000e+00    0.000000e+00    5.000000e-01
   6.160000e+00    5.660000e+00    0.000000e+00    5.000000e-01
   6.180000e+00    5.680000e+00    0.000000e+00    5.000000e-01
   6.200000e+00    5.700000e+00    0.000000e+00    5.000000e-01
   6.220000e+00    5.720000e+00    0.000000e+00    5.000000e-01
   6.240000e+00    5.740000e+00    0.000000e+00    5.000000e-01
   6.260000e+00    5.760000e+00    0.000000e+00    5.000000e-01
   6.280000e+00    5.780000e+00    0.000000e+00    5.000000e-01
   6.300000e+00    5.800000e+00    0.000000e+00    5.000000e-01
   6.320000e+00    5.820000e+00    0.000000e+00    5.000000e-01
   6.340000e+00    5.840000e+00    0.000000e+00    5.000000e-01
   6.360000e+00    5.860000e+00    0.000000e+00    5.000000e-01
   6.380000e+00    5.880000e+00    0.000000e+00    5.000000e-01
   6.400000e+00    5.900000e+00    0.000000e+00    5.000000e-01
   6.420000e+00    5.920000e+00    0.000000e+00    5.000000e-01
   6.440000e+00    5.940000e+00    0.000000e+00    5.000000e-01
   6.460000e+00    5.960000e+00    0.000000e+00    5.000000e-01
   6.480000e+00    5.980000e+00    0.000000e+00    5.000000e-01
